Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1981492,-,-,-,28.37,36.58,3,769,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,cloud fill flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2014,1,1,0,30,12.3,0.53,0.127,0.68,0,0,0,0,0,-5.300000000000001,0,0,0,0,28.79,172.76,0.22,929,1.2000000000000002,153,1.7000000000000002
2014,1,1,1,30,12,0.52,0.113,0.68,0,0,0,0,0,-5.1000000000000005,0,0,0,0,29.830000000000002,169.89000000000001,0.22,929,1.1,165,1.8
2014,1,1,2,30,11.700000000000001,0.53,0.105,0.68,0,0,0,0,0,-5,0,0,0,0,30.64,157.3,0.22,929,1.1,181,1.9000000000000001
2014,1,1,3,30,4.1000000000000005,0.9500000000000001,0.046,0.67,0,0,0,0,0,2.2,0,0,0,0,87.48,144.16,0.22,930,0.9,68,1.4000000000000001
2014,1,1,4,30,3.7,0.92,0.048,0.67,0,0,0,0,0,2.3000000000000003,0,0,0,0,90.47,131.01,0.22,930,0.9,75,1.4000000000000001
2014,1,1,5,30,3.4000000000000004,0.89,0.051000000000000004,0.67,0,0,0,0,0,2.4000000000000004,0,0,0,0,92.89,118,0.22,931,0.9,82,1.4000000000000001
2014,1,1,6,30,3.2,0.86,0.054,0.67,0,0,0,0,0,2.4000000000000004,0,0,0,0,94.32000000000001,105.28,0.22,931,0.9,90,1.5
2014,1,1,7,30,4,0.85,0.057,0.67,0,0,0,0,0,2.4000000000000004,0,0,0,0,89.19,93,0.22,932,0.9,99,2
2014,1,1,8,30,7.4,0.85,0.059000000000000004,0.67,43,527,123,0,0,2.4000000000000004,43,527,0,123,70.64,81.29,0.22,932,0.9,106,3.4000000000000004
2014,1,1,9,30,10.9,0.86,0.059000000000000004,0.67,67,774,322,0,0,2.3000000000000003,67,774,0,322,55.54,70.74,0.22,932,0.9,110,3.7
2014,1,1,10,30,14.100000000000001,0.86,0.058,0.67,79,881,497,0,0,1.6,79,881,0,497,42.75,61.71,0.22,932,0.9,117,3.5
2014,1,1,11,30,15.9,0.87,0.055,0.67,85,936,622,0,0,0.7000000000000001,85,936,0,622,35.76,55.03,0.22,931,0.9,125,2.8000000000000003
2014,1,1,12,30,17,0.89,0.056,0.67,89,955,682,0,0,-0.1,89,955,0,682,31.470000000000002,51.620000000000005,0.22,931,0.9,133,2.1
2014,1,1,13,30,17.5,0.93,0.059000000000000004,0.67,90,949,672,0,8,-0.9,272,388,0,510,28.76,52.14,0.22,930,0.9,134,1.5
2014,1,1,14,30,17.3,0.9500000000000001,0.06,0.67,86,921,594,0,1,-1.5,86,921,0,594,27.73,56.480000000000004,0.22,929,0.9,117,1
2014,1,1,15,30,16.8,0.99,0.056,0.67,75,866,457,0,0,-1.9000000000000001,75,866,0,457,27.8,63.86,0.22,929,0.9,76,0.9
2014,1,1,16,30,15.600000000000001,1.01,0.055,0.67,60,737,271,0,0,-2,60,737,0,271,29.75,73.35000000000001,0.22,930,1,48,1.2000000000000002
2014,1,1,17,30,12.9,1.02,0.054,0.67,32,422,75,0,0,-1.8,32,422,0,75,36.09,84.18,0.22,930,1,46,1.1
2014,1,1,18,30,11.100000000000001,1.03,0.054,0.67,0,0,0,0,0,-1.6,0,0,0,0,41.19,96.13,0.22,931,1,55,1.5
2014,1,1,19,30,10,1.02,0.054,0.67,0,0,0,0,0,-1.3,0,0,0,0,45.32,108.55,0.22,931,1,67,1.9000000000000001
2014,1,1,20,30,9,1.01,0.053,0.67,0,0,0,0,0,-1,0,0,0,0,49.45,121.35000000000001,0.22,931,1,78,2
2014,1,1,21,30,8,0.99,0.053,0.67,0,0,0,0,0,-0.8,0,0,0,0,53.85,134.41,0.22,932,1,87,2
2014,1,1,22,30,7.1000000000000005,0.98,0.054,0.67,0,0,0,0,1,-0.6000000000000001,0,0,0,0,57.92,147.58,0.22,932,1,94,2
2014,1,1,23,30,6.4,0.96,0.054,0.67,0,0,0,0,0,-0.5,0,0,0,0,61.28,160.69,0.22,932,1,101,2.1
2014,1,2,0,30,5.9,0.9500000000000001,0.054,0.67,0,0,0,0,0,-0.4,0,0,0,0,64.08,172.59,0.22,932,1,108,2.1
2014,1,2,1,30,5.4,0.9400000000000001,0.053,0.67,0,0,0,0,0,-0.30000000000000004,0,0,0,0,66.86,169.95000000000002,0.22,931,1,113,2.3000000000000003
2014,1,2,2,30,5,0.92,0.053,0.67,0,0,0,0,0,-0.2,0,0,0,0,69.32000000000001,157.4,0.22,931,1,117,2.4000000000000004
2014,1,2,3,30,4.6000000000000005,0.91,0.053,0.67,0,0,0,0,0,0,0,0,0,0,71.97,144.24,0.22,931,0.9,120,2.4000000000000004
2014,1,2,4,30,4.2,0.9,0.053,0.67,0,0,0,0,0,0.1,0,0,0,0,74.62,131.08,0.22,931,0.9,123,2.5
2014,1,2,5,30,3.8000000000000003,0.89,0.054,0.67,0,0,0,0,0,0.2,0,0,0,0,77.09,118.07000000000001,0.22,932,0.9,124,2.6
2014,1,2,6,30,3.6,0.87,0.054,0.67,0,0,0,0,0,0.1,0,0,0,0,77.99,105.35000000000001,0.22,932,0.9,124,2.6
2014,1,2,7,30,4.3,0.86,0.054,0.67,0,0,0,0,0,0,0,0,0,0,73.82000000000001,93.05,0.22,932,0.9,122,3.2
2014,1,2,8,30,7.4,0.84,0.055,0.67,42,534,122,0,0,-0.1,42,534,0,122,59.11,81.32000000000001,0.22,933,0.9,119,4.3
2014,1,2,9,30,11.200000000000001,0.8200000000000001,0.054,0.67,65,781,322,0,0,-0.2,65,781,0,322,45.230000000000004,70.76,0.22,933,0.9,116,4.6000000000000005
2014,1,2,10,30,15,0.81,0.054,0.67,78,886,498,0,0,-0.5,78,886,0,498,34.64,61.7,0.22,932,0.9,117,4.800000000000001
2014,1,2,11,30,17.1,0.79,0.053,0.67,85,937,622,0,0,-0.8,85,937,0,622,29.64,54.99,0.22,932,0.9,116,4.4
2014,1,2,12,30,18.3,0.78,0.06,0.67,91,949,682,0,0,-1.2000000000000002,91,949,0,682,26.7,51.550000000000004,0.22,931,0.9,115,3.9000000000000004
2014,1,2,13,30,19,0.76,0.059000000000000004,0.67,90,947,673,0,0,-1.7000000000000002,90,947,0,673,24.68,52.04,0.22,930,0.9,114,3.3000000000000003
2014,1,2,14,30,19.200000000000003,0.75,0.058,0.67,85,922,596,0,0,-2.1,85,922,0,596,23.56,56.36,0.22,929,0.9,108,2.9000000000000004
2014,1,2,15,30,18.8,0.74,0.057,0.67,76,862,458,0,0,-2.5,76,862,0,458,23.54,63.730000000000004,0.22,929,0.9,99,2.7
2014,1,2,16,30,17,0.74,0.057,0.67,61,734,273,0,0,-2.6,61,734,0,273,26.150000000000002,73.22,0.22,929,0.9,88,2.4000000000000004
2014,1,2,17,30,13.4,0.75,0.057,0.67,33,413,76,0,0,-2.3000000000000003,33,413,0,76,33.64,84.04,0.22,930,0.9,81,1.8
2014,1,2,18,30,11.4,0.76,0.058,0.67,0,0,0,0,0,-2.1,0,0,0,0,39.04,95.99000000000001,0.22,931,0.9,82,2.4000000000000004
2014,1,2,19,30,10.5,0.77,0.058,0.67,0,0,0,0,0,-1.7000000000000002,0,0,0,0,42.6,108.41,0.22,931,0.9,86,2.8000000000000003
2014,1,2,20,30,9.5,0.78,0.056,0.67,0,0,0,0,0,-1.4000000000000001,0,0,0,0,46.63,121.22,0.22,932,0.9,90,3
2014,1,2,21,30,8.5,0.79,0.054,0.67,0,0,0,0,0,-1.2000000000000002,0,0,0,0,50.63,134.28,0.22,932,0.9,96,2.9000000000000004
2014,1,2,22,30,7.6000000000000005,0.79,0.054,0.67,0,0,0,0,0,-1,0,0,0,0,54.35,147.46,0.22,932,0.9,102,2.7
2014,1,2,23,30,6.9,0.8,0.055,0.67,0,0,0,0,0,-0.9,0,0,0,0,57.45,160.56,0.22,932,0.9,107,2.5
2014,1,3,0,30,6.300000000000001,0.81,0.055,0.67,0,0,0,0,0,-0.9,0,0,0,0,60.14,172.45000000000002,0.22,931,0.9,111,2.5
2014,1,3,1,30,5.9,0.8200000000000001,0.054,0.67,0,0,0,0,0,-0.8,0,0,0,0,62.160000000000004,169.99,0.22,931,0.9,112,2.6
2014,1,3,2,30,5.4,0.81,0.052000000000000005,0.67,0,0,0,0,0,-0.7000000000000001,0,0,0,0,64.78,157.47,0.22,931,0.9,113,2.5
2014,1,3,3,30,4.9,0.81,0.051000000000000004,0.67,0,0,0,0,0,-0.6000000000000001,0,0,0,0,67.37,144.32,0.22,931,0.9,114,2.3000000000000003
2014,1,3,4,30,4.5,0.81,0.051000000000000004,0.67,0,0,0,0,0,-0.6000000000000001,0,0,0,0,69.4,131.16,0.22,931,0.9,113,2.2
2014,1,3,5,30,4.2,0.81,0.051000000000000004,0.67,0,0,0,0,0,-0.6000000000000001,0,0,0,0,70.94,118.14,0.22,932,0.9,111,2.2
2014,1,3,6,30,4,0.8200000000000001,0.051000000000000004,0.67,0,0,0,0,0,-0.6000000000000001,0,0,0,0,72.09,105.4,0.22,932,0.9,108,2.2
2014,1,3,7,30,4.800000000000001,0.8300000000000001,0.051000000000000004,0.67,0,0,0,0,0,-0.5,0,0,0,0,68.49,93.10000000000001,0.22,932,0.9,106,2.5
2014,1,3,8,30,7.800000000000001,0.85,0.051000000000000004,0.67,41,543,122,0,0,-0.5,41,543,0,122,55.9,81.36,0.22,932,0.9,103,3.4000000000000004
2014,1,3,9,30,11.4,0.86,0.052000000000000005,0.67,64,786,323,0,0,-0.4,64,786,0,323,43.95,70.77,0.22,932,0.9,100,3.3000000000000003
2014,1,3,10,30,15.5,0.86,0.052000000000000005,0.67,76,890,498,0,0,-1,76,890,0,498,32.42,61.690000000000005,0.22,932,0.9,106,3.1
2014,1,3,11,30,18.7,0.85,0.051000000000000004,0.67,83,941,624,0,0,-1.9000000000000001,83,941,0,624,24.77,54.94,0.22,931,0.9,114,2.5
2014,1,3,12,30,20.5,0.84,0.06,0.67,90,951,683,0,0,-2.9000000000000004,90,951,0,683,20.55,51.46,0.22,930,0.9,119,1.9000000000000001
2014,1,3,13,30,21.200000000000003,0.85,0.061,0.67,90,947,675,0,0,-3.8000000000000003,90,947,0,675,18.44,51.92,0.22,929,0.9,121,1.4000000000000001
2014,1,3,14,30,21.400000000000002,0.87,0.062,0.67,86,920,598,0,0,-4.4,86,920,0,598,17.35,56.22,0.22,929,0.9,119,1.1
2014,1,3,15,30,20.900000000000002,0.88,0.069,0.67,80,849,458,0,1,-4.800000000000001,80,849,0,458,17.34,63.59,0.22,928,0.9,95,0.9
2014,1,3,16,30,19.1,0.89,0.067,0.67,64,723,275,0,3,-4.2,174,46,0,187,20.28,73.07000000000001,0.22,929,0.9,42,0.9
2014,1,3,17,30,15.600000000000001,0.91,0.066,0.67,35,406,78,7,7,-3.7,37,2,7,38,26.26,83.9,0.22,929,0.9,39,1
2014,1,3,18,30,13.600000000000001,0.92,0.069,0.67,0,0,0,0,8,-3.9000000000000004,0,0,0,0,29.53,95.85000000000001,0.22,930,0.9,58,1.2000000000000002
2014,1,3,19,30,12.600000000000001,0.9400000000000001,0.073,0.67,0,0,0,0,0,-3.3000000000000003,0,0,0,0,32.96,108.28,0.22,930,0.8,74,1.4000000000000001
2014,1,3,20,30,11.700000000000001,0.9500000000000001,0.076,0.67,0,0,0,0,0,-2.7,0,0,0,0,36.45,121.09,0.22,930,0.8,85,1.5
2014,1,3,21,30,11.100000000000001,0.98,0.08,0.67,0,0,0,0,1,-2.3000000000000003,0,0,0,0,39.09,134.15,0.22,930,0.8,94,1.6
2014,1,3,22,30,10.600000000000001,1.01,0.084,0.67,0,0,0,0,1,-2,0,0,0,0,41.24,147.32,0.22,930,0.8,102,1.6
2014,1,3,23,30,10.200000000000001,1.03,0.08700000000000001,0.67,0,0,0,0,3,-1.9000000000000001,0,0,0,0,42.93,160.42000000000002,0.22,929,0.9,108,1.6
2014,1,4,0,30,9.8,1.03,0.084,0.67,0,0,0,0,0,-1.6,0,0,0,0,44.800000000000004,172.31,0.22,929,0.9,109,1.7000000000000002
2014,1,4,1,30,9.3,1.02,0.078,0.67,0,0,0,0,4,-1.4000000000000001,0,0,0,0,47.160000000000004,170.01,0.22,929,0.9,107,1.6
2014,1,4,2,30,8.8,1.01,0.077,0.67,0,0,0,0,3,-1.2000000000000002,0,0,0,0,49.52,157.54,0.22,928,0.9,102,1.5
2014,1,4,3,30,8.3,1,0.076,0.67,0,0,0,0,3,-0.9,0,0,0,0,52.15,144.39000000000001,0.22,928,0.9,95,1.5
2014,1,4,4,30,7.9,0.98,0.074,0.67,0,0,0,0,0,-0.6000000000000001,0,0,0,0,54.800000000000004,131.22,0.22,928,0.9,91,1.7000000000000002
2014,1,4,5,30,7.6000000000000005,0.96,0.07100000000000001,0.67,0,0,0,0,0,-0.30000000000000004,0,0,0,0,57.24,118.2,0.22,928,0.9,90,1.9000000000000001
2014,1,4,6,30,7.300000000000001,0.9400000000000001,0.069,0.67,0,0,0,0,0,-0.1,0,0,0,0,59.42,105.46000000000001,0.22,928,0.9,89,2
2014,1,4,7,30,7.6000000000000005,0.92,0.07,0.67,0,0,0,0,3,0.1,0,0,0,0,59.07,93.14,0.22,929,0.9,88,2.1
2014,1,4,8,30,9.3,0.91,0.07200000000000001,0.67,45,497,119,7,4,0.30000000000000004,74,4,7,75,53.5,81.38,0.22,929,0.9,87,2.5
2014,1,4,9,30,11.9,0.9,0.073,0.67,71,752,318,0,3,0.4,198,32,0,209,45.230000000000004,70.77,0.22,929,0.9,90,2.2
2014,1,4,10,30,15.200000000000001,0.89,0.073,0.67,85,862,494,0,0,-0.2,85,862,0,494,34.83,61.67,0.22,929,0.9,109,1.5
2014,1,4,11,30,17.8,0.9,0.073,0.67,93,916,620,0,3,-1.5,357,189,0,466,26.93,54.89,0.22,928,0.9,159,1.1
2014,1,4,12,30,19.5,0.9500000000000001,0.062,0.67,91,951,685,0,0,-2.8000000000000003,91,951,0,685,22.06,51.370000000000005,0.22,927,0.9,243,1.5
2014,1,4,13,30,20.3,0.97,0.063,0.67,91,943,674,0,0,-3.2,91,943,0,674,20.29,51.800000000000004,0.22,926,1,270,1.9000000000000001
2014,1,4,14,30,20.400000000000002,1,0.067,0.67,88,912,597,0,0,-3.3000000000000003,88,912,0,597,20.11,56.09,0.22,926,1,283,2.1
2014,1,4,15,30,19.900000000000002,1,0.074,0.67,82,841,458,0,0,-3,82,841,0,458,21.11,63.440000000000005,0.22,926,1,294,2.1
2014,1,4,16,30,18.1,1.01,0.078,0.67,67,705,274,0,0,-2.6,67,705,0,274,24.45,72.93,0.22,926,1,315,1.6
2014,1,4,17,30,14.8,1,0.082,0.67,36,376,77,0,0,-1.8,36,376,0,77,31.88,83.76,0.22,927,1.1,264,1.1
2014,1,4,18,30,12.8,0.98,0.09,0.67,0,0,0,0,0,-1.3,0,0,0,0,37.74,95.71000000000001,0.22,927,1.1,31,1.2000000000000002
2014,1,4,19,30,11.5,0.9400000000000001,0.101,0.67,0,0,0,0,0,-0.1,0,0,0,0,44.9,108.14,0.22,928,1.1,53,1.5
2014,1,4,20,30,10.3,0.89,0.115,0.67,0,0,0,0,0,1.2000000000000002,0,0,0,0,53.08,120.95,0.22,928,1.1,62,1.7000000000000002
2014,1,4,21,30,9.4,0.85,0.131,0.67,0,0,0,0,0,2,0,0,0,0,60.02,134.01,0.22,928,1.2000000000000002,66,1.9000000000000001
2014,1,4,22,30,8.5,0.8200000000000001,0.146,0.67,0,0,0,0,3,2.6,0,0,0,0,66.47,147.19,0.22,928,1.2000000000000002,69,2.1
2014,1,4,23,30,7.4,0.79,0.16,0.67,0,0,0,0,1,2.9000000000000004,0,0,0,0,73.28,160.29,0.22,928,1.2000000000000002,71,2.1
2014,1,5,0,30,6.5,0.77,0.17400000000000002,0.67,0,0,0,0,0,3.1,0,0,0,0,78.86,172.16,0.22,927,1.2000000000000002,72,2.1
2014,1,5,1,30,5.7,0.76,0.19,0.67,0,0,0,0,0,3.2,0,0,0,0,83.97,170.04,0.22,927,1.2000000000000002,72,2.2
2014,1,5,2,30,5.2,0.77,0.211,0.67,0,0,0,0,0,3.2,0,0,0,0,87.17,157.6,0.22,927,1.2000000000000002,71,2.3000000000000003
2014,1,5,3,30,5,0.78,0.23500000000000001,0.67,0,0,0,0,0,3.2,0,0,0,0,88.10000000000001,144.46,0.22,927,1.2000000000000002,70,2.5
2014,1,5,4,30,5,0.79,0.258,0.67,0,0,0,0,0,3.2,0,0,0,0,87.95,131.29,0.22,927,1.3,70,2.7
2014,1,5,5,30,5,0.8,0.28300000000000003,0.67,0,0,0,0,0,3.2,0,0,0,0,88.01,118.26,0.22,927,1.3,71,2.7
2014,1,5,6,30,5,0.81,0.315,0.67,0,0,0,0,1,3.2,0,0,0,0,88.28,105.51,0.22,928,1.3,71,2.7
2014,1,5,7,30,5.5,0.8200000000000001,0.343,0.67,0,0,0,0,4,3.2,0,0,0,0,85.17,93.18,0.22,928,1.3,71,3.1
2014,1,5,8,30,6.9,0.8200000000000001,0.365,0.67,72,147,94,0,5,3.3000000000000003,4,0,0,4,77.61,81.4,0.22,929,1.4000000000000001,71,3.7
2014,1,5,9,30,8.8,0.8200000000000001,0.373,0.67,147,388,275,7,5,3.4000000000000004,86,0,7,86,69.01,70.77,0.22,929,1.4000000000000001,69,3.9000000000000004
2014,1,5,10,30,11,0.81,0.371,0.67,189,532,442,0,7,3.5,276,88,0,318,60.050000000000004,61.64,0.22,929,1.4000000000000001,66,3.9000000000000004
2014,1,5,11,30,13,0.8,0.372,0.67,212,608,562,0,3,3.6,312,24,0,326,52.72,54.83,0.22,928,1.4000000000000001,60,3.8000000000000003
2014,1,5,12,30,14.4,0.8,0.35100000000000003,0.67,216,659,628,0,5,3.4000000000000004,269,1,0,270,47.74,51.28,0.22,927,1.3,55,3.6
2014,1,5,13,30,15.100000000000001,0.79,0.362,0.67,219,646,619,0,4,3.1,89,0,0,89,44.63,51.68,0.22,927,1.3,53,3.5
2014,1,5,14,30,15,0.79,0.376,0.67,211,595,544,0,4,2.9000000000000004,119,0,0,119,44.09,55.94,0.22,927,1.3,54,3.6
2014,1,5,15,30,14.3,0.8,0.405,0.67,191,486,410,0,4,2.7,19,0,0,19,45.56,63.29,0.22,927,1.3,55,3.8000000000000003
2014,1,5,16,30,12.9,0.81,0.433,0.67,145,307,236,0,4,2.7,10,0,0,10,49.79,72.77,0.22,928,1.3,59,3.8000000000000003
2014,1,5,17,30,10.9,0.8300000000000001,0.453,0.67,51,62,58,7,4,2.8000000000000003,16,0,7,16,57.27,83.61,0.22,928,1.3,65,3.5
2014,1,5,18,30,9.200000000000001,0.84,0.464,0.67,0,0,0,0,4,2.9000000000000004,0,0,0,0,64.95,95.57000000000001,0.22,929,1.3,70,3.4000000000000004
2014,1,5,19,30,8.200000000000001,0.86,0.467,0.67,0,0,0,0,4,3.1,0,0,0,0,70,108,0.22,930,1.2000000000000002,71,3.4000000000000004
2014,1,5,20,30,7.2,0.88,0.47400000000000003,0.67,0,0,0,0,4,3.1,0,0,0,0,75.19,120.82000000000001,0.22,930,1.2000000000000002,70,3.3000000000000003
2014,1,5,21,30,6.4,0.9,0.489,0.67,0,0,0,0,4,3.1,0,0,0,0,79.48,133.88,0.22,930,1.2000000000000002,69,3.1
2014,1,5,22,30,5.7,0.92,0.507,0.67,0,0,0,0,4,3.1,0,0,0,0,83.29,147.06,0.22,930,1.1,68,3
2014,1,5,23,30,5.2,0.9400000000000001,0.523,0.67,0,0,0,0,4,3.1,0,0,0,0,86.12,160.15,0.22,931,1.1,68,3
2014,1,6,0,30,4.800000000000001,0.96,0.534,0.67,0,0,0,0,4,3,0,0,0,0,88.22,172.01,0.22,931,1.1,68,2.8000000000000003
2014,1,6,1,30,4.5,0.97,0.528,0.67,0,0,0,0,4,3,0,0,0,0,89.71000000000001,170.05,0.22,931,1,69,2.8000000000000003
2014,1,6,2,30,4.4,0.98,0.507,0.67,0,0,0,0,4,2.9000000000000004,0,0,0,0,90.02,157.66,0.22,931,1,69,2.9000000000000004
2014,1,6,3,30,4.2,0.99,0.485,0.67,0,0,0,0,4,2.9000000000000004,0,0,0,0,91.04,144.52,0.21,931,0.9,69,2.9000000000000004
2014,1,6,4,30,4.1000000000000005,0.99,0.467,0.67,0,0,0,0,3,2.8000000000000003,0,0,0,0,91.3,131.35,0.21,931,0.9,68,2.9000000000000004
2014,1,6,5,30,4.1000000000000005,1,0.454,0.67,0,0,0,0,4,2.7,0,0,0,0,90.8,118.32000000000001,0.21,931,0.9,67,2.9000000000000004
2014,1,6,6,30,4.2,1.01,0.443,0.67,0,0,0,0,4,2.7,0,0,0,0,89.77,105.55,0.21,932,0.8,68,3
2014,1,6,7,30,4.6000000000000005,1.02,0.42,0.67,0,0,0,0,4,2.6,0,0,0,0,86.77,93.21000000000001,0.21,932,0.8,69,3.4000000000000004
2014,1,6,8,30,5.9,1.03,0.381,0.67,73,168,99,0,4,2.4000000000000004,5,0,0,5,78.24,81.42,0.21,932,0.7000000000000001,72,4.4
2014,1,6,9,30,7.800000000000001,1.05,0.322,0.67,137,468,291,7,4,2.1,58,0,7,58,67.08,70.77,0.21,933,0.7000000000000001,76,4.800000000000001
2014,1,6,10,30,9.9,1.06,0.268,0.67,157,658,470,0,4,1.8,243,12,0,249,57.24,61.61,0.21,933,0.7000000000000001,79,4.7
2014,1,6,11,30,11.9,1.06,0.231,0.67,161,768,604,0,3,1.6,344,45,0,370,49.120000000000005,54.76,0.21,932,0.6000000000000001,81,4.4
2014,1,6,12,30,13.600000000000001,1.06,0.203,0.67,156,823,672,0,0,0.9,156,823,0,672,42.07,51.17,0.21,931,0.6000000000000001,78,3.8000000000000003
2014,1,6,13,30,14.5,1.04,0.194,0.67,152,828,667,0,0,0.1,152,828,0,667,37.31,51.54,0.21,931,0.6000000000000001,71,3.3000000000000003
2014,1,6,14,30,14.8,1.03,0.187,0.67,142,801,592,0,0,-0.8,142,801,0,592,34.39,55.79,0.21,931,0.6000000000000001,63,3
2014,1,6,15,30,14.4,1.09,0.145,0.67,111,775,461,0,0,-1.4000000000000001,111,775,0,461,33.72,63.13,0.21,931,0.6000000000000001,55,2.9000000000000004
2014,1,6,16,30,12.9,1.09,0.14,0.67,87,639,278,0,0,-1.8,87,639,0,278,36.11,72.62,0.21,931,0.6000000000000001,49,2.6
2014,1,6,17,30,10,1.09,0.135,0.67,45,323,81,0,0,-1.9000000000000001,45,323,0,81,43.34,83.46000000000001,0.21,932,0.6000000000000001,52,1.7000000000000002
2014,1,6,18,30,8,1.1,0.127,0.67,0,0,0,0,0,-2,0,0,0,0,49.27,95.42,0.21,932,0.6000000000000001,60,1.7000000000000002
2014,1,6,19,30,7,1.11,0.11900000000000001,0.67,0,0,0,0,0,-2.1,0,0,0,0,52.43,107.86,0.21,932,0.5,71,1.8
2014,1,6,20,30,6.1000000000000005,1.12,0.11,0.67,0,0,0,0,0,-2.1,0,0,0,0,55.83,120.68,0.21,932,0.5,82,1.9000000000000001
2014,1,6,21,30,5.300000000000001,1.1300000000000001,0.101,0.67,0,0,0,0,4,-1.9000000000000001,0,0,0,0,59.56,133.75,0.21,932,0.5,90,2
2014,1,6,22,30,4.5,1.1400000000000001,0.093,0.67,0,0,0,0,0,-1.8,0,0,0,0,63.83,146.93,0.21,932,0.5,96,2.1
2014,1,6,23,30,3.9000000000000004,1.1400000000000001,0.08700000000000001,0.67,0,0,0,0,4,-1.6,0,0,0,0,67.49,160.01,0.21,932,0.5,102,2
2014,1,7,0,30,3.5,1.1500000000000001,0.083,0.67,0,0,0,0,0,-1.4000000000000001,0,0,0,0,70.14,171.85,0.21,932,0.4,108,2
2014,1,7,1,30,3.5,1.1500000000000001,0.079,0.67,0,0,0,0,0,-1.3,0,0,0,0,70.62,170.05,0.21,932,0.4,112,2
2014,1,7,2,30,3.7,1.1500000000000001,0.075,0.67,0,0,0,0,4,-1.3,0,0,0,0,69.89,157.71,0.21,932,0.4,113,2
2014,1,7,3,30,3.2,1.1500000000000001,0.07200000000000001,0.67,0,0,0,0,7,-1.3,0,0,0,0,72.46000000000001,144.58,0.21,931,0.4,116,1.9000000000000001
2014,1,7,4,30,2.6,1.16,0.069,0.67,0,0,0,0,8,-1.3,0,0,0,0,75.75,131.41,0.21,931,0.4,119,1.9000000000000001
2014,1,7,5,30,2.6,1.1500000000000001,0.067,0.67,0,0,0,0,7,-1.2000000000000002,0,0,0,0,76.03,118.37,0.21,932,0.4,118,2
2014,1,7,6,30,2.8000000000000003,1.1500000000000001,0.065,0.67,0,0,0,0,0,-1.2000000000000002,0,0,0,0,75,105.59,0.21,932,0.4,116,2.1
2014,1,7,7,30,3.3000000000000003,1.1500000000000001,0.062,0.67,0,0,0,0,4,-1.2000000000000002,0,0,0,0,72.22,93.24,0.21,932,0.4,115,2.5
2014,1,7,8,30,5.6000000000000005,1.1400000000000001,0.061,0.67,43,563,127,0,7,-1.3,15,0,0,15,61.36,81.43,0.21,933,0.4,109,3.8000000000000003
2014,1,7,9,30,7.9,1.1300000000000001,0.058,0.67,66,815,335,0,7,-1.7000000000000002,131,477,0,288,50.76,70.76,0.21,933,0.4,98,4.5
2014,1,7,10,30,9.9,1.12,0.056,0.67,78,922,517,0,2,-2.9000000000000004,303,139,0,370,40.660000000000004,61.57,0.21,933,0.4,94,4.9
2014,1,7,11,30,11.200000000000001,1.11,0.054,0.67,85,974,648,0,8,-4.4,174,626,0,536,33.15,54.68,0.21,932,0.4,98,4.7
2014,1,7,12,30,12.3,1.16,0.049,0.67,85,1001,714,0,0,-5.7,85,1001,0,714,28.07,51.06,0.21,931,0.4,103,4.6000000000000005
2014,1,7,13,30,13.200000000000001,1.1500000000000001,0.046,0.67,84,1003,709,0,1,-6.7,84,1003,0,709,24.490000000000002,51.4,0.21,931,0.4,104,4.6000000000000005
2014,1,7,14,30,13.9,1.1400000000000001,0.044,0.67,79,982,633,0,8,-7.4,269,305,0,441,22.2,55.64,0.21,930,0.4,105,4.4
2014,1,7,15,30,13.9,1.1300000000000001,0.042,0.67,70,931,493,0,3,-7.9,284,168,0,360,21.38,62.97,0.21,930,0.4,106,4.1000000000000005
2014,1,7,16,30,12.600000000000001,1.12,0.041,0.67,57,820,304,0,0,-7.9,57,820,0,304,23.16,72.46000000000001,0.21,931,0.4,105,3.4000000000000004
2014,1,7,17,30,9.600000000000001,1.1300000000000001,0.04,0.67,33,531,95,0,0,-7.4,33,531,0,95,29.43,83.31,0.21,931,0.5,102,2.2
