Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1981492,-,-,-,28.37,36.58,3,769,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,cloud fill flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,3,8,11,30,25.700000000000003,0.41000000000000003,0.223,0.65,185,784,789,0,7,-2.6,234,5,0,237,15.3,39.58,0.25,925,2.2,199,2
2022,3,8,12,30,27.3,0.39,0.274,0.65,217,766,852,0,4,-1.4000000000000001,107,0,0,107,15.18,33.94,0.25,924,2.2,266,2.9000000000000004
2022,3,8,13,30,27.900000000000002,0.35000000000000003,0.264,0.65,213,772,853,0,8,-0.8,456,181,0,606,15.38,33.980000000000004,0.25,923,2.2,280,3.4000000000000004
2022,3,8,14,30,27.8,0.37,0.257,0.65,201,753,781,0,4,-0.30000000000000004,260,0,0,260,16.01,39.68,0.25,923,2.2,280,3.5
2022,3,8,15,30,27.1,0.37,0.292,0.65,200,665,635,0,7,0.1,356,108,0,427,17.17,49.09,0.25,922,2.2,271,3.5
2022,3,8,16,30,25.8,0.37,0.392,0.65,199,470,431,0,7,0.5,201,12,0,207,19.13,60.47,0.25,922,2.3000000000000003,255,3.2
2022,3,8,17,30,23.6,0.35000000000000003,0.482,0.65,146,214,209,0,7,1.6,58,0,0,58,23.5,72.85000000000001,0.25,922,2.3000000000000003,234,2.4000000000000004
2022,3,8,18,30,21.6,0.31,0.511,0.65,20,4,21,7,8,1.8,12,0,7,12,26.97,85.65,0.25,922,2.4000000000000004,215,2.4000000000000004
2022,3,8,19,30,20.8,0.31,0.515,0.65,0,0,0,0,7,1.7000000000000002,0,0,0,0,28.19,98.97,0.25,923,2.4000000000000004,216,2.9000000000000004
2022,3,8,20,30,20.3,0.32,0.523,0.65,0,0,0,0,6,1.6,0,0,0,0,28.88,112.13,0.25,923,2.3000000000000003,223,3.4000000000000004
2022,3,8,21,30,19.8,0.29,0.493,0.65,0,0,0,0,6,1.4000000000000001,0,0,0,0,29.42,125.07000000000001,0.25,923,2.3000000000000003,220,3.6
2022,3,8,22,30,19.400000000000002,0.26,0.45,0.65,0,0,0,0,7,1.1,0,0,0,0,29.43,137.38,0.25,923,2.2,215,4
2022,3,8,23,30,19.3,0.27,0.508,0.65,0,0,0,0,0,0.9,0,0,0,0,29.17,148.18,0.25,923,2.3000000000000003,215,5.1000000000000005
2022,3,9,0,30,18.7,0.26,0.458,0.65,0,0,0,0,0,1.7000000000000002,0,0,0,0,32.02,155.26,0.25,923,2.2,207,5.6000000000000005
2022,3,9,1,30,17.5,0.21,0.338,0.65,0,0,0,0,0,3,0,0,0,0,37.99,155.16,0.25,922,1.9000000000000001,199,3.9000000000000004
2022,3,9,2,30,16.5,0.2,0.332,0.65,0,0,0,0,0,4.3,0,0,0,0,44.2,147.94,0.25,921,1.8,194,2.7
2022,3,9,3,30,16.1,0.19,0.34900000000000003,0.65,0,0,0,0,0,4.9,0,0,0,0,47.43,137.08,0.25,921,1.8,193,2.2
2022,3,9,4,30,15.8,0.18,0.353,0.65,0,0,0,0,0,5,0,0,0,0,48.75,124.73,0.25,921,1.7000000000000002,196,2.1
2022,3,9,5,30,15.600000000000001,0.17,0.342,0.65,0,0,0,0,0,4.800000000000001,0,0,0,0,48.65,111.77,0.25,921,1.6,202,2.1
2022,3,9,6,30,16,0.16,0.331,0.65,0,0,0,0,0,4.4,0,0,0,0,45.92,98.59,0.25,921,1.5,211,2.5
2022,3,9,7,30,18.7,0.15,0.321,0.65,32,24,34,0,0,3.7,32,24,0,34,37.1,85.27,0.25,922,1.3,219,3.7
2022,3,9,8,30,22.200000000000003,0.15,0.316,0.65,133,336,234,0,0,2.6,133,336,0,234,27.59,72.44,0.25,922,1.2000000000000002,222,5.5
2022,3,9,9,30,25.5,0.14,0.328,0.65,191,529,455,0,0,-0.4,191,529,0,455,18.28,60.04,0.25,922,1.2000000000000002,224,7.300000000000001
2022,3,9,10,30,27.8,0.13,0.36,0.65,237,616,644,0,0,-1.2000000000000002,237,616,0,644,14.99,48.64,0.25,922,1.2000000000000002,225,8.4
2022,3,9,11,30,29.3,0.11,0.404,0.65,278,645,777,0,0,-0.8,278,645,0,777,14.13,39.22,0.25,921,1.2000000000000002,227,9
2022,3,9,12,30,30.1,0.09,0.429,0.65,300,655,846,0,0,-0.6000000000000001,300,655,0,846,13.68,33.55,0.25,920,1.2000000000000002,229,9.5
2022,3,9,13,30,30.400000000000002,0.08,0.445,0.65,307,643,842,0,0,-0.5,307,643,0,842,13.540000000000001,33.61,0.25,920,1.2000000000000002,231,9.9
2022,3,9,14,30,30.1,0.07,0.47700000000000004,0.65,308,589,763,0,0,-0.5,308,589,0,763,13.85,39.38,0.25,920,1.2000000000000002,233,10
2022,3,9,15,30,29.200000000000003,0.06,0.518,0.65,293,491,616,0,0,-0.4,293,491,0,616,14.68,48.86,0.25,920,1.2000000000000002,234,9.700000000000001
2022,3,9,16,30,27.6,0.05,0.546,0.65,247,350,421,0,0,0.1,247,350,0,421,16.69,60.28,0.25,920,1.3,235,8.8
2022,3,9,17,30,25.200000000000003,0.06,0.548,0.65,157,163,205,0,0,1.2000000000000002,157,163,0,205,20.84,72.7,0.25,920,1.3,237,6.800000000000001
2022,3,9,18,30,22.200000000000003,0.07,0.555,0.65,17,2,17,0,0,2.6,17,2,0,17,27.59,85.52,0.25,921,1.4000000000000001,240,4.3
2022,3,9,19,30,20.1,0.07,0.5760000000000001,0.65,0,0,0,0,1,3.8000000000000003,0,0,0,0,34.24,98.84,0.25,922,1.5,243,3.1
2022,3,9,20,30,18.8,0.06,0.614,0.65,0,0,0,0,3,5,0,0,0,0,40.11,112,0.25,922,1.5,245,2.7
2022,3,9,21,30,17.7,0.06,0.642,0.65,0,0,0,0,0,5.9,0,0,0,0,45.83,124.92,0.25,923,1.6,250,2.1
2022,3,9,22,30,16.7,0.06,0.644,0.65,0,0,0,0,0,6.6000000000000005,0,0,0,0,51.43,137.19,0.25,923,1.6,264,1.6
2022,3,9,23,30,15.8,0.07,0.626,0.65,0,0,0,0,0,7.300000000000001,0,0,0,0,56.94,147.92000000000002,0.25,922,1.7000000000000002,287,1.3
2022,3,10,0,30,15,0.09,0.603,0.65,0,0,0,0,0,7.800000000000001,0,0,0,0,62.02,154.9,0.25,922,1.7000000000000002,313,1.3
2022,3,10,1,30,14.3,0.1,0.582,0.65,0,0,0,0,0,8.1,0,0,0,0,66.48,154.77,0.25,922,1.7000000000000002,334,1.4000000000000001
2022,3,10,2,30,13.4,0.12,0.56,0.65,0,0,0,0,0,8.4,0,0,0,0,71.71000000000001,147.59,0.25,922,1.7000000000000002,347,1.4000000000000001
2022,3,10,3,30,12.700000000000001,0.15,0.529,0.65,0,0,0,0,0,8.5,0,0,0,0,75.79,136.79,0.25,922,1.7000000000000002,268,1.2000000000000002
2022,3,10,4,30,12,0.17,0.49,0.65,0,0,0,0,0,8.6,0,0,0,0,79.78,124.47,0.25,923,1.6,14,1
2022,3,10,5,30,11.5,0.2,0.441,0.65,0,0,0,0,0,8.700000000000001,0,0,0,0,82.66,111.53,0.25,923,1.5,45,0.9
2022,3,10,6,30,11.8,0.23,0.396,0.65,0,0,0,0,0,8.700000000000001,0,0,0,0,81.35000000000001,98.35000000000001,0.25,923,1.4000000000000001,77,1
2022,3,10,7,30,13.8,0.25,0.36,0.65,34,23,36,0,0,8.8,34,23,0,36,71.94,85.03,0.25,923,1.4000000000000001,96,1.7000000000000002
2022,3,10,8,30,17,0.26,0.325,0.65,135,340,239,0,0,8.6,135,340,0,239,57.85,72.18,0.25,924,1.4000000000000001,137,1.7000000000000002
2022,3,10,9,30,20.700000000000003,0.24,0.295,0.65,180,569,467,0,0,6.800000000000001,180,569,0,467,40.44,59.75,0.25,923,1.3,215,2.5
2022,3,10,10,30,23.900000000000002,0.24,0.265,0.65,198,708,669,0,0,3.2,198,708,0,669,26,48.32,0.25,923,1.2000000000000002,246,4.9
2022,3,10,11,30,25.8,0.26,0.23,0.65,195,800,818,0,0,-0.1,195,800,0,818,18.23,38.85,0.25,922,1.1,253,6.800000000000001
2022,3,10,12,30,26.700000000000003,0.22,0.249,0.65,214,809,891,0,0,-2.9000000000000004,214,809,0,891,14.120000000000001,33.15,0.25,921,1,250,8.1
2022,3,10,13,30,26.6,0.24,0.203,0.65,190,857,907,0,0,-4.6000000000000005,190,857,0,907,12.530000000000001,33.24,0.25,921,0.8,247,8.9
2022,3,10,14,30,25.700000000000003,0.31,0.145,0.65,152,896,848,0,0,-5.2,152,896,0,848,12.58,39.09,0.25,921,0.7000000000000001,248,9.200000000000001
2022,3,10,15,30,24.400000000000002,0.34,0.129,0.65,132,867,706,0,0,-5.2,132,867,0,706,13.620000000000001,48.63,0.25,921,0.7000000000000001,251,8.8
2022,3,10,16,30,22.700000000000003,0.39,0.106,0.65,104,811,508,0,0,-4.7,104,811,0,508,15.71,60.1,0.25,921,0.7000000000000001,252,8.3
2022,3,10,17,30,20.3,0.41000000000000003,0.091,0.65,74,667,275,0,0,-3.6,74,667,0,275,19.76,72.55,0.25,921,0.7000000000000001,250,7.6000000000000005
2022,3,10,18,30,17.5,0.44,0.084,0.65,31,257,51,0,0,-1.8,31,257,0,51,26.79,85.39,0.25,922,0.7000000000000001,248,6.300000000000001
2022,3,10,19,30,15.5,0.44,0.089,0.65,0,0,0,0,0,0.1,0,0,0,0,34.96,98.71000000000001,0.25,923,0.7000000000000001,247,5.4
2022,3,10,20,30,14.3,0.38,0.105,0.65,0,0,0,0,0,1.4000000000000001,0,0,0,0,41.53,111.86,0.25,923,0.7000000000000001,248,4.5
2022,3,10,21,30,13.3,0.3,0.135,0.65,0,0,0,0,0,1.8,0,0,0,0,45.67,124.76,0.25,924,0.7000000000000001,255,3.8000000000000003
2022,3,10,22,30,12.3,0.22,0.17500000000000002,0.65,0,0,0,0,0,1.5,0,0,0,0,47.72,137,0.25,924,0.7000000000000001,265,3
2022,3,10,23,30,11.3,0.16,0.216,0.65,0,0,0,0,0,0.8,0,0,0,0,48.56,147.65,0.25,924,0.6000000000000001,276,2.5
2022,3,11,0,30,10.200000000000001,0.11,0.259,0.65,0,0,0,0,0,0.1,0,0,0,0,49.58,154.54,0.25,924,0.6000000000000001,286,2.1
2022,3,11,1,30,9.200000000000001,0.08,0.298,0.65,0,0,0,0,0,-0.4,0,0,0,0,51.1,154.37,0.25,924,0.6000000000000001,295,1.9000000000000001
2022,3,11,2,30,8.3,0.07,0.327,0.65,0,0,0,0,0,-0.7000000000000001,0,0,0,0,53.24,147.25,0.25,924,0.5,302,1.7000000000000002
2022,3,11,3,30,7.6000000000000005,0.06,0.34400000000000003,0.65,0,0,0,0,0,-0.7000000000000001,0,0,0,0,55.51,136.49,0.25,925,0.5,307,1.7000000000000002
2022,3,11,4,30,6.800000000000001,0.06,0.34500000000000003,0.65,0,0,0,0,0,-0.7000000000000001,0,0,0,0,58.79,124.21000000000001,0.25,925,0.5,311,1.6
2022,3,11,5,30,6.1000000000000005,0.08,0.33,0.65,0,0,0,0,0,-0.6000000000000001,0,0,0,0,62.22,111.28,0.25,926,0.5,314,1.4000000000000001
2022,3,11,6,30,6.1000000000000005,0.1,0.308,0.65,0,0,0,0,0,-0.5,0,0,0,0,62.660000000000004,98.11,0.25,926,0.5,313,1.6
2022,3,11,7,30,8.1,0.14,0.28,0.65,40,50,45,7,4,-0.4,30,0,7,30,54.910000000000004,84.79,0.25,927,0.5,308,2.6
2022,3,11,8,30,10.4,0.19,0.25,0.65,125,439,262,0,0,-0.9,125,439,0,262,45.300000000000004,71.92,0.25,927,0.5,297,3.4000000000000004
2022,3,11,9,30,13,0.22,0.214,0.65,155,683,502,0,0,-2.3000000000000003,155,683,0,502,34.42,59.47,0.25,927,0.5,287,3.9000000000000004
2022,3,11,10,30,15.5,0.28,0.177,0.65,160,826,713,0,0,-3.8000000000000003,160,826,0,713,26.3,48,0.25,927,0.5,285,4.5
2022,3,11,11,30,17.8,0.36,0.14,0.65,150,916,868,0,0,-5.300000000000001,150,916,0,868,20.26,38.480000000000004,0.25,927,0.5,287,5
2022,3,11,12,30,19.5,0.21,0.194,0.65,189,879,929,0,0,-6.6000000000000005,189,879,0,929,16.52,32.75,0.25,926,0.5,289,5.300000000000001
2022,3,11,13,30,20.5,0.23,0.17,0.65,175,902,933,0,0,-7.4,175,902,0,933,14.63,32.87,0.25,926,0.5,291,5.4
2022,3,11,14,30,20.8,0.24,0.152,0.65,159,898,859,0,0,-7.4,159,898,0,859,14.3,38.79,0.25,926,0.5,295,5.6000000000000005
2022,3,11,15,30,20.400000000000002,0.25,0.14100000000000001,0.65,141,855,709,0,0,-7,141,855,0,709,15.19,48.4,0.25,926,0.6000000000000001,300,5.6000000000000005
2022,3,11,16,30,19.1,0.26,0.136,0.65,120,771,507,0,0,-6.300000000000001,120,771,0,507,17.3,59.92,0.25,926,0.6000000000000001,307,5.5
2022,3,11,17,30,16.8,0.26,0.135,0.65,91,590,270,0,0,-5.6000000000000005,91,590,0,270,21.150000000000002,72.4,0.25,926,0.6000000000000001,317,5
2022,3,11,18,30,13.600000000000001,0.26,0.136,0.65,36,158,49,0,0,-4.800000000000001,36,158,0,49,27.650000000000002,85.26,0.25,927,0.6000000000000001,330,4.2
2022,3,11,19,30,11.5,0.26,0.136,0.65,0,0,0,0,0,-4.4,0,0,0,0,32.7,98.58,0.25,928,0.6000000000000001,341,4.1000000000000005
2022,3,11,20,30,10,0.26,0.136,0.65,0,0,0,0,0,-4.2,0,0,0,0,36.5,111.73,0.25,928,0.6000000000000001,346,3.9000000000000004
2022,3,11,21,30,8.700000000000001,0.26,0.138,0.65,0,0,0,0,0,-4.1000000000000005,0,0,0,0,40.12,124.61,0.25,929,0.6000000000000001,347,3.6
2022,3,11,22,30,7.7,0.27,0.14200000000000002,0.65,0,0,0,0,0,-4,0,0,0,0,43.49,136.8,0.25,929,0.6000000000000001,347,3.4000000000000004
2022,3,11,23,30,7,0.31,0.149,0.65,0,0,0,0,0,-3.6,0,0,0,0,46.96,147.38,0.25,929,0.6000000000000001,349,3.5
2022,3,12,0,30,6.800000000000001,0.34,0.147,0.65,0,0,0,0,0,-3,0,0,0,0,49.77,154.18,0.25,929,0.6000000000000001,351,3.8000000000000003
2022,3,12,1,30,6.5,0.4,0.14,0.65,0,0,0,0,0,-2.2,0,0,0,0,53.78,153.98,0.25,929,0.6000000000000001,269,3.8000000000000003
2022,3,12,2,30,6.2,0.48,0.132,0.65,0,0,0,0,7,-1.7000000000000002,0,0,0,0,57.01,146.9,0.25,929,0.6000000000000001,14,3.4000000000000004
2022,3,12,3,30,6.1000000000000005,0.55,0.125,0.65,0,0,0,0,7,-1.5,0,0,0,0,58.300000000000004,136.2,0.25,929,0.7000000000000001,23,2.9000000000000004
2022,3,12,4,30,5.800000000000001,0.5700000000000001,0.116,0.65,0,0,0,0,7,-1.4000000000000001,0,0,0,0,59.92,123.95,0.25,929,0.7000000000000001,32,2.3000000000000003
2022,3,12,5,30,5.800000000000001,0.61,0.115,0.65,0,0,0,0,6,-1.3,0,0,0,0,60.31,111.03,0.25,929,0.7000000000000001,40,2.1
2022,3,12,6,30,5.9,0.65,0.116,0.65,0,0,0,0,6,-1.2000000000000002,0,0,0,0,60.35,97.87,0.25,930,0.7000000000000001,46,2.3000000000000003
2022,3,12,7,30,6.6000000000000005,0.7000000000000001,0.11800000000000001,0.65,38,255,62,7,7,-1.2000000000000002,31,1,7,31,57.57,84.54,0.25,930,0.8,60,3.4000000000000004
2022,3,12,8,30,7.9,0.7000000000000001,0.109,0.65,81,660,289,0,7,-1.6,129,16,0,135,50.980000000000004,71.66,0.25,930,0.8,72,4
2022,3,12,9,30,10,0.66,0.101,0.65,101,828,526,0,7,-2.3000000000000003,269,68,0,304,42.17,59.18,0.25,930,0.8,78,3.9000000000000004
2022,3,12,10,30,12.600000000000001,0.62,0.094,0.65,113,918,731,0,7,-2.9000000000000004,267,508,0,609,33.83,47.67,0.25,929,0.7000000000000001,86,3.6
2022,3,12,11,30,15.3,0.59,0.091,0.65,120,960,875,0,7,-3.5,323,479,0,700,27.3,38.12,0.25,929,0.7000000000000001,102,2.9000000000000004
2022,3,12,12,30,17.3,0.56,0.095,0.65,126,973,948,0,7,-4.3,391,412,0,739,22.54,32.36,0.25,928,0.7000000000000001,123,2
2022,3,12,13,30,18.8,0.53,0.092,0.65,125,975,947,0,1,-5.6000000000000005,125,975,0,947,18.6,32.51,0.25,927,0.7000000000000001,149,1.4000000000000001
2022,3,12,14,30,19.900000000000002,0.5,0.08700000000000001,0.65,118,967,875,0,7,-7.2,337,456,0,694,15.32,38.5,0.25,927,0.6000000000000001,188,1.3
2022,3,12,15,30,20.400000000000002,0.42,0.096,0.65,115,913,724,0,1,-8.8,115,913,0,724,13.17,48.18,0.25,926,0.6000000000000001,250,1.7000000000000002
2022,3,12,16,30,19.8,0.41000000000000003,0.097,0.65,101,831,519,0,7,-9.700000000000001,210,457,0,440,12.73,59.75,0.25,926,0.6000000000000001,294,2
2022,3,12,17,30,17.7,0.41000000000000003,0.096,0.65,77,675,283,0,1,-9.600000000000001,77,675,0,283,14.69,72.25,0.25,926,0.5,321,1.6
2022,3,12,18,30,14.200000000000001,0.4,0.095,0.65,33,252,55,0,0,-8,33,252,0,55,20.77,85.13,0.25,927,0.5,273,1
2022,3,12,19,30,12.200000000000001,0.39,0.096,0.65,0,0,0,0,0,-8.1,0,0,0,0,23.47,98.45,0.25,927,0.5,22,1.4000000000000001
2022,3,12,20,30,10.9,0.37,0.101,0.65,0,0,0,0,0,-7.6000000000000005,0,0,0,0,26.53,111.59,0.25,928,0.5,23,2
2022,3,12,21,30,9.5,0.35000000000000003,0.107,0.65,0,0,0,0,0,-6.300000000000001,0,0,0,0,32.2,124.45,0.25,928,0.5,15,2.8000000000000003
2022,3,12,22,30,8.1,0.34,0.113,0.65,0,0,0,0,0,-4.800000000000001,0,0,0,0,39.83,136.6,0.25,928,0.5,11,3.2
2022,3,12,23,30,6.9,0.34,0.115,0.65,0,0,0,0,0,-3.3000000000000003,0,0,0,0,48.19,147.11,0.25,928,0.5,14,3.4000000000000004
2022,3,13,0,30,5.800000000000001,0.35000000000000003,0.114,0.65,0,0,0,0,0,-2.2,0,0,0,0,56.58,153.81,0.25,928,0.5,20,3.2
2022,3,13,1,30,5,0.38,0.11,0.65,0,0,0,0,0,-1.3,0,0,0,0,63.56,153.58,0.25,928,0.5,26,2.9000000000000004
2022,3,13,2,30,4.3,0.41000000000000003,0.106,0.65,0,0,0,0,0,-0.8,0,0,0,0,69.54,146.55,0.25,928,0.5,29,2.9000000000000004
2022,3,13,3,30,3.7,0.45,0.10200000000000001,0.65,0,0,0,0,0,-0.4,0,0,0,0,74.60000000000001,135.9,0.25,928,0.5,35,2.9000000000000004
2022,3,13,4,30,3.2,0.49,0.099,0.65,0,0,0,0,0,-0.2,0,0,0,0,78.64,123.68,0.25,928,0.5,43,2.9000000000000004
2022,3,13,5,30,2.9000000000000004,0.52,0.096,0.65,0,0,0,0,0,0,0,0,0,0,81.04,110.78,0.25,929,0.5,50,3
2022,3,13,6,30,3.1,0.56,0.095,0.65,0,0,0,0,0,0.1,0,0,0,0,80.42,97.62,0.25,929,0.5,55,3.6
2022,3,13,7,30,5,0.6,0.094,0.65,37,315,68,0,0,0.2,37,315,0,68,70.86,84.3,0.25,930,0.5,61,4.800000000000001
2022,3,13,8,30,8.200000000000001,0.63,0.089,0.65,76,712,303,0,0,-0.1,76,712,0,303,55.79,71.4,0.25,930,0.5,71,5.4
2022,3,13,9,30,11.5,0.65,0.085,0.65,95,868,543,0,0,-0.7000000000000001,95,868,0,543,42.96,58.9,0.25,930,0.5,80,5.1000000000000005
2022,3,13,10,30,14.700000000000001,0.65,0.082,0.65,106,945,747,0,0,-1.4000000000000001,106,945,0,747,33.11,47.35,0.25,929,0.5,86,4.4
2022,3,13,11,30,17.5,0.65,0.081,0.65,113,978,887,0,0,-2.3000000000000003,113,978,0,887,25.93,37.75,0.25,928,0.6000000000000001,90,3.6
2022,3,13,12,30,19.5,0.45,0.112,0.65,137,961,952,0,0,-3.3000000000000003,137,961,0,952,21.150000000000002,31.96,0.25,928,0.6000000000000001,94,2.7
2022,3,13,13,30,21,0.45,0.113,0.65,138,959,950,0,0,-4.7,138,959,0,950,17.39,32.14,0.25,927,0.6000000000000001,90,1.9000000000000001
2022,3,13,14,30,21.8,0.46,0.111,0.65,132,942,872,0,0,-6,132,942,0,872,15.040000000000001,38.21,0.25,926,0.6000000000000001,57,1.8
2022,3,13,15,30,21.700000000000003,0.48,0.106,0.65,119,905,725,0,0,-6.800000000000001,119,905,0,725,14.22,47.96,0.25,926,0.6000000000000001,100,2.3000000000000003
2022,3,13,16,30,20.700000000000003,0.5,0.101,0.65,102,830,522,0,0,-7,102,830,0,522,14.85,59.57,0.25,926,0.6000000000000001,355,3
2022,3,13,17,30,18.2,0.51,0.097,0.65,77,674,284,0,0,-6.7,77,674,0,284,17.79,72.11,0.25,926,0.6000000000000001,354,3
2022,3,13,18,30,14.4,0.52,0.094,0.65,33,267,56,0,0,-5.7,33,267,0,56,24.39,85,0.25,927,0.6000000000000001,268,2.2
2022,3,13,19,30,12.700000000000001,0.53,0.093,0.65,0,0,0,0,0,-5.6000000000000005,0,0,0,0,27.51,98.33,0.25,927,0.6000000000000001,5,2.6
2022,3,13,20,30,11.5,0.53,0.093,0.65,0,0,0,0,0,-5.9,0,0,0,0,29.060000000000002,111.46000000000001,0.25,928,0.6000000000000001,13,3
2022,3,13,21,30,10.3,0.52,0.092,0.65,0,0,0,0,0,-6.4,0,0,0,0,30.330000000000002,124.3,0.25,929,0.6000000000000001,19,3.2
2022,3,13,22,30,8.9,0.52,0.093,0.65,0,0,0,0,0,-6.300000000000001,0,0,0,0,33.46,136.41,0.25,929,0.5,25,3.2
2022,3,13,23,30,7.7,0.52,0.093,0.65,0,0,0,0,0,-5.4,0,0,0,0,38.87,146.84,0.25,929,0.5,30,3.2
2022,3,14,0,30,6.7,0.52,0.094,0.65,0,0,0,0,0,-4,0,0,0,0,46.53,153.45000000000002,0.25,929,0.5,32,3
2022,3,14,1,30,5.800000000000001,0.55,0.093,0.65,0,0,0,0,0,-2.5,0,0,0,0,55.050000000000004,153.18,0.25,929,0.6000000000000001,31,2.8000000000000003
2022,3,14,2,30,5.2,0.58,0.093,0.65,0,0,0,0,0,-1.5,0,0,0,0,61.940000000000005,146.20000000000002,0.25,928,0.6000000000000001,30,2.7
2022,3,14,3,30,4.7,0.63,0.094,0.65,0,0,0,0,0,-0.6000000000000001,0,0,0,0,68.35000000000001,135.6,0.25,928,0.6000000000000001,24,2.7
2022,3,14,4,30,4.3,0.68,0.097,0.65,0,0,0,0,0,0.2,0,0,0,0,74.51,123.41,0.25,929,0.6000000000000001,18,2.8000000000000003
2022,3,14,5,30,3.9000000000000004,0.74,0.10200000000000001,0.65,0,0,0,0,0,0.9,0,0,0,0,80.72,110.53,0.25,930,0.7000000000000001,16,2.8000000000000003
2022,3,14,6,30,4,0.8,0.106,0.65,0,0,0,0,0,1.4000000000000001,0,0,0,0,82.97,97.38,0.25,930,0.7000000000000001,25,3.1
2022,3,14,7,30,5.800000000000001,0.85,0.109,0.65,39,308,71,0,0,1.5,39,308,0,71,74.14,84.05,0.25,930,0.7000000000000001,41,4.1000000000000005
2022,3,14,8,30,8.6,0.89,0.106,0.65,80,686,302,0,0,1.5,80,686,0,302,60.81,71.14,0.25,931,0.7000000000000001,54,4.2
2022,3,14,9,30,11.600000000000001,0.91,0.098,0.65,100,847,541,0,0,1,100,847,0,541,48.160000000000004,58.61,0.25,931,0.7000000000000001,66,3.9000000000000004
2022,3,14,10,30,14.5,0.92,0.091,0.65,109,929,742,0,0,0.2,109,929,0,742,37.550000000000004,47.03,0.25,930,0.7000000000000001,81,3.1
2022,3,14,11,30,17.1,0.92,0.084,0.65,114,973,887,0,0,-1,114,973,0,887,29.240000000000002,37.38,0.25,930,0.7000000000000001,100,2.2
2022,3,14,12,30,19,0.87,0.083,0.65,118,990,961,0,0,-2.4000000000000004,118,990,0,961,23.35,31.560000000000002,0.25,929,0.7000000000000001,132,1.4000000000000001
2022,3,14,13,30,20.400000000000002,0.85,0.08,0.65,116,992,959,0,0,-3.8000000000000003,116,992,0,959,19.27,31.77,0.25,928,0.7000000000000001,218,1.3
2022,3,14,14,30,21,0.86,0.078,0.65,111,977,881,0,0,-4.800000000000001,111,977,0,881,17.26,37.92,0.25,928,0.7000000000000001,301,2.6
2022,3,14,15,30,20.700000000000003,0.87,0.076,0.65,101,935,730,0,0,-5.2,101,935,0,730,17.07,47.74,0.25,928,0.8,308,3.5
2022,3,14,16,30,19.6,0.89,0.076,0.65,88,862,527,0,0,-5.2,88,862,0,527,18.240000000000002,59.4,0.25,928,0.8,314,4
2022,3,14,17,30,17.3,0.89,0.076,0.65,69,719,291,0,0,-5,69,719,0,291,21.45,71.96000000000001,0.25,928,0.7000000000000001,326,3.8000000000000003
2022,3,14,18,30,14.100000000000001,0.88,0.076,0.65,31,333,61,0,0,-4.5,31,333,0,61,27.36,84.88,0.25,929,0.7000000000000001,343,3.1
2022,3,14,19,30,12.3,0.86,0.077,0.65,0,0,0,0,0,-4.4,0,0,0,0,30.86,98.2,0.25,929,0.7000000000000001,354,3.7
2022,3,14,20,30,10.8,0.8300000000000001,0.078,0.65,0,0,0,0,0,-4.6000000000000005,0,0,0,0,33.61,111.32000000000001,0.25,930,0.7000000000000001,356,4
2022,3,14,21,30,9.3,0.8,0.079,0.65,0,0,0,0,0,-4.6000000000000005,0,0,0,0,37.28,124.14,0.25,931,0.7000000000000001,352,4
2022,3,14,22,30,8,0.77,0.08,0.65,0,0,0,0,0,-3.9000000000000004,0,0,0,0,42.76,136.2,0.25,931,0.7000000000000001,349,4.1000000000000005
2022,3,14,23,30,6.9,0.75,0.083,0.65,0,0,0,0,0,-2.9000000000000004,0,0,0,0,49.550000000000004,146.57,0.25,931,0.7000000000000001,351,4.1000000000000005
2022,3,15,0,30,5.9,0.75,0.084,0.65,0,0,0,0,0,-2.2,0,0,0,0,56.19,153.08,0.25,931,0.7000000000000001,354,3.8000000000000003
2022,3,15,1,30,5,0.77,0.085,0.65,0,0,0,0,0,-1.7000000000000002,0,0,0,0,61.9,152.78,0.25,931,0.7000000000000001,268,3.6
